TargetType,InstructorName,CourseNumber,CourseName,QuestionKey,QuestionHeader,RawText,TextClean,Label
Course,,BIT380-S1 1,Integrated Business Solutions - Section 1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I believe it to be more oriented towards work environments compared to unrealistic and strangely specific school environments.,believe oriented towards work environments compared unrealistic strangely specific school environments,Positive
Course,,BIT380-S1 1,Integrated Business Solutions - Section 1,q_e6a48d0e84,What aspects of this course would you like to see improved?,Less videos hopefully and less talking about why AWS is good and more talking about how to properly use AWS.,less videos hopefully less talking [org] good talking properly use [org],Positive
Instructor,Brandon Hess,BUS202-S1 1,Studies in Economics - Section 1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Professor Hess is very obviously knowledgeable in the subject and that makes the lectures interesting.,professor [person] obviously knowledgeable subject makes lectures interesting,Positive
Instructor,Brandon Hess,BUS202-S1 1,Studies in Economics - Section 1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I really liked how he brought in topics that were currently happening. He made economics make sense in current newsworthy situations.,really liked brought topics currently happening made economics make sense current newsworthy situations,Positive
Instructor,Brandon Hess,BUS202-S1 1,Studies in Economics - Section 1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,he had passion and related the info to real world events,passion related info real world events,Positive
Course,,BUS202-S1 1,Studies in Economics - Section 1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I liked the discussions, they were helpful and insightful.",liked discussions helpful insightful,Positive
Course,,BUS202-S1 1,Studies in Economics - Section 1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Maybe different assignments, it seemed a little essay heavy.",maybe different assignments seemed little essay heavy,Positive
Instructor,Tyler Baxter,CSC105-SA1 1,Using Modern Operating Systems - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,how self-paced the class is.,self paced class,Positive
Instructor,Tyler Baxter,CSC105-SA1 1,Using Modern Operating Systems - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I liked how they were relating things to the real world and being realistic about things,liked relating things real world realistic things,Positive
Instructor,Tyler Baxter,CSC105-SA1 1,Using Modern Operating Systems - Section A1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"Mr. Baxter is a great teacher and I loved hearing about his use of operating systems in real life applications, I just feel there could be some small improvements to his next Modern Ops class.",[person] great teacher loved hearing use operating systems real life applications feel could small improvements next [loc] class,Neutral
Course,,CSC105-SA1 1,Using Modern Operating Systems - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,more in class assignments to complete together.,class assignments complete together,Positive
Course,,CSC105-SA1 1,Using Modern Operating Systems - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I like how it showed how to use the command line effectively in both Linux and Windows.,like showed use command line effectively [gpe] [loc],Positive
Course,,CSC105-SA1 1,Using Modern Operating Systems - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"It was nice learning everything, however the start from how to create a windows account to using command console to edit a .txt file was sudden and caught me by surprise.",nice learning everything however start create windows account using command console edit txt file sudden caught surprise,Positive
Course,,CSC105-SA1 1,Using Modern Operating Systems - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,More steady learning curve.,steady learning curve,Positive
Instructor,Paul Brown,CSC105-SC1 1,Using Modern Operating Systems - Section C1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Very positive guy. Really enjoyed speaking with him.,positive guy really enjoyed speaking,Positive
Instructor,Paul Brown,CSC105-SC1 1,Using Modern Operating Systems - Section C1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"This instructor was friendly and helpful, he made sure nobody fell behind and also kept those of us who work ahead busy.",instructor friendly helpful made sure nobody fell behind also kept work ahead busy,Positive
Instructor,Paul Brown,CSC105-SC1 1,Using Modern Operating Systems - Section C1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I loved how this instructor helped with the labs and assignments! They we're always open to help anyone who needed it!,loved instructor helped labs assignments always open help anyone needed,Positive
